"X","full_name","resale_price","registered_year","engine_capacity","insurance","transmission_type","kms_driven","owner_type","fuel_type","max_power","seats","mileage","body_type","city"
8349,"2020 Ford Ecosport 1.5 Diesel Titanium","₹ 10.50 Lakh","2020","1498 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Diesel","98.96bhp",5,"21.7 kmpl","SUV","Hyderabad"
8365,"2019 Ford Freestyle Titanium Plus Petrol BSIV","₹ 5.60 Lakh","2019","1194 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","94.68bhp",5,"19 kmpl","Hatchback","Hyderabad"
8384,"2020 MG Hector Plus Sharp DCT","₹ 17.50 Lakh","2020","1451 cc","Third Party insurance","Automatic","10,000 Kms","First Owner","Petrol","141bhp",6,"11.67 kmpl","SUV","Hyderabad"
8401,"2018 Maruti Celerio ZXI Optional MT BSIV","₹ 3.80 Lakh","2018","998 cc","Third Party insurance","Manual","1,10,000 Kms","First Owner","Petrol","67.04bhp",5,"23.1 kmpl","Hatchback","Hyderabad"
8404,"2018 Maruti Vitara Brezza VDi","₹ 8.60 Lakh","2018","1248 cc","Third Party insurance","Manual","10,000 Kms","Second Owner","Diesel","88.5bhp",5,"24.3 kmpl","SUV","Hyderabad"
8407,"2018 Maruti Baleno 1.2 Zeta","₹ 6.40 Lakh","2018","1197 cc","Third Party insurance","Manual","70,000 Kms","Second Owner","Petrol","83.1bhp",5,"21.4 kmpl","Hatchback","Hyderabad"
8445,"2018 BMW X3 xDrive 20d Luxury Line","₹ 55 Lakh","2018","1995 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Diesel","187.7bhp",5,"16.55 kmpl","SUV","Hyderabad"
8446,"2020 Hyundai Venue SX Turbo BSIV","₹ 10 Lakh","2020","998 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Petrol","118.35bhp",5,"18.27 kmpl","SUV","Hyderabad"
8461,"2018 BMW 5 Series 520d Luxury Line","₹ 35 Lakh","2018","1995 cc","Third Party insurance","Automatic","1,20,000 Kms","Third Owner","Diesel","187.74bhp",5,"20.37 kmpl","Sedan","Hyderabad"
8463,"2019 Tata Nexon 1.5 Revotorq XMA","₹ 8.50 Lakh","2019","1497 cc","Third Party insurance","Automatic","50,000 Kms","Second Owner","Diesel","108.5bhp",5,"21.5 kmpl","SUV","Hyderabad"
8477,"2020 MG Hector Sharp DCT","₹ 17.50 Lakh","2020","1451 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Petrol","141bhp",5,"13.96 kmpl","SUV","Hyderabad"
8499,"2019 Maruti Alto 800 VXI BSVI","₹ 3.70 Lakh","2019","796 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Petrol","47.33bhp",5,"22.05 kmpl","Hatchback","Hyderabad"
8501,"2020 Maruti Swift Dzire AMT ZXI Plus","₹ 7.80 Lakh","2020","1197 cc","Third Party insurance","Automatic","50,000 Kms","Third Owner","Petrol","81.80bhp",5,"21.21 kmpl","Sedan","Hyderabad"
8503,"2020 MG Hector Sharp AT BSIV","₹ 19.50 Lakh","2020","1451 cc","Third Party insurance","Automatic","40,000 Kms","First Owner","Petrol","141bhp",5,"13.96 kmpl","SUV","Hyderabad"
8524,"2018 Hyundai Grand i10 1.2 Kappa Magna BSIV","₹ 5.10 Lakh","2018","1197 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","81.86bhp",5,"18.9 kmpl","Hatchback","Hyderabad"
8536,"2018 Hyundai Xcent 1.2 CRDi E","₹ 3.60 Lakh","2018","1186 cc","Third Party insurance","Manual","1,10,000 Kms","Second Owner","Diesel","73.97bhp",5,"25.4 kmpl","Sedan","Hyderabad"
8537,"2020 MG Hector Sharp DCT","₹ 18 Lakh","2020","1451 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Petrol","141bhp",5,"13.96 kmpl","SUV","Hyderabad"
8562,"2020 Kia Seltos HTX G","₹ 13 Lakh","2020","1497 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","113.43bhp",5,"16.8 kmpl","SUV","Hyderabad"
8563,"2020 MG Hector Sharp DCT","₹ 18.50 Lakh","2020","1451 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Petrol","141bhp",5,"13.96 kmpl","SUV","Hyderabad"
8566,"2018 Jeep Compass 2.0 Limited Option 4X4","₹ 18 Lakh","2018","1956 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Diesel","170bhp",5,"16.3 kmpl","SUV","Hyderabad"
8567,"2018 Hyundai i20 1.2 Asta Option","₹ 7 Lakh","2018","1197 cc","Third Party insurance","Manual","60,000 Kms","Second Owner","Petrol","81.83bhp",5,"18.6 kmpl","Hatchback","Hyderabad"
8581,"2019 Honda Amaze VX CVT Diesel BSIV","₹ 9.25 Lakh","2019","1498 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Diesel","78.9bhp",5,"23.8 kmpl","Sedan","Hyderabad"
8585,"2019 Honda Amaze VX CVT Diesel BSIV","₹ 9.25 Lakh","2019","1498 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Diesel","78.9bhp",5,"23.8 kmpl","Sedan","Hyderabad"
8587,"2018 Tata Nexon 1.2 Revotron XZA Plus","₹ 8.50 Lakh","2018","1198 cc","Third Party insurance","Automatic","50,000 Kms","First Owner","Petrol","108.5bhp",5,"17 kmpl","SUV","Hyderabad"
8596,"2019 Mahindra XUV500 W7 BSIV","₹ 13 Lakh","2019","2179 cc","Third Party insurance","Manual","1,00,000 Kms","First Owner","Diesel","152.87bhp",7,"15.1 kmpl","SUV","Hyderabad"
8600,"2019 Mahindra Marazzo M6 8Str","₹ 8.50 Lakh","2019","1497 cc","Third Party insurance","Manual","1,10,000 Kms","Second Owner","Diesel","121bhp",8,"17.3 kmpl","MUV","Hyderabad"
8601,"2019 Honda BR-V i-DTEC VX MT","₹ 10.20 Lakh","2019","1498 cc","Third Party insurance","Manual","1,10,000 Kms","Second Owner","Diesel","98.6bhp",7,"21.9 kmpl","SUV","Hyderabad"
8608,"2018 Hyundai Creta 1.6 CRDi SX Option","₹ 13 Lakh","2018","1582 cc","Third Party insurance","Manual","1,00,000 Kms","First Owner","Diesel","126.2bhp",5,"19.67 kmpl","SUV","Hyderabad"
8609,"2019 Hyundai Creta 1.6 SX Option Executive","₹ 13.20 Lakh","2019","1591 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","121.3bhp",5,"15.8 kmpl","SUV","Hyderabad"
8613,"2020 Maruti Wagon R ZXI 1.2","₹ 6 Lakh","2020","1197 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","81.80bhp",5,"20.52 kmpl","Hatchback","Hyderabad"
8620,"2020 Tata Altroz XZ Diesel BSVI","₹ 7.90 Lakh","2020","1497 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Diesel","88.77bhp",5,"23.64 kmpl","Hatchback","Hyderabad"
8622,"2019 Mahindra XUV500 W7 AT BSIV","₹ 15 Lakh","2019","2179 cc","Third Party insurance","Automatic","80,000 Kms","First Owner","Diesel","152.87bhp",7,"15.1 kmpl","SUV","Hyderabad"
8626,"2018 Volvo S60 D4 Momentum BSIV","₹ 22 Lakh","2018","1969 cc","Third Party insurance","Automatic","50,000 Kms","First Owner","Diesel","190bhp",5,"27.03 kmpl","Sedan","Hyderabad"
8635,"2020 MG Hector Plus Sharp Diesel MT","₹ 16.90 Lakh","2020","1956 cc","Third Party insurance","Manual","40,000 Kms","Second Owner","Diesel","167.67bhp",6,"16.65 kmpl","SUV","Hyderabad"
8636,"2018 BMW 3 Series GT Luxury Line","₹ 28 Lakh","2018","1995 cc","Third Party insurance","Automatic","60,000 Kms","Second Owner","Diesel","188bhp",5,"21.76 kmpl","Sedan","Hyderabad"
8640,"2018 Volvo S60 D4 Momentum BSIV","₹ 22 Lakh","2018","1969 cc","Third Party insurance","Automatic","50,000 Kms","First Owner","Diesel","190bhp",5,"27.03 kmpl","Sedan","Hyderabad"
8644,"2020 Tata Tigor XZA Plus","₹ 7.50 Lakh","2020","1199 cc","Third Party insurance","Automatic","10,000 Kms","First Owner","Petrol","83.81bhp",5,"20.3 kmpl","Sedan","Hyderabad"
8651,"2020 Kia Seltos HTK Diesel","₹ 11 Lakh","2020","1493 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","113.43bhp",5,"20.8 kmpl","SUV","Hyderabad"
8658,"2020 Hyundai Venue SX Diesel","₹ 11.50 Lakh","2020","1493 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Diesel","98.6bhp",5,"23.7 kmpl","SUV","Hyderabad"
8660,"2018 Volvo S60 D4 Momentum BSIV","₹ 30 Lakh","2018","1969 cc","Third Party insurance","Automatic","50,000 Kms","First Owner","Diesel","190bhp",5,"27.03 kmpl","Sedan","Hyderabad"
8668,"2018 Maruti Swift Dzire LXI","₹ 5 Lakh","2018","1197 cc","Third Party insurance","Manual","70,000 Kms","Second Owner","Petrol","85.8bhp",5,"19 kmpl","Sedan","Hyderabad"
8670,"2020 Renault Triber RXZ BSVI","₹ 7.50 Lakh","2020","999 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","71.01bhp",7,"20 kmpl","MUV","Hyderabad"
9141,"2019 Nissan Kicks XL D BSIV","₹ 8 Lakh","2019","1461 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Diesel","108.5bhp",5,"20.45 kmpl","SUV","Gurgaon"
9153,"2020 Honda City VX MT","₹ 10.20 Lakh","2020","1497 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","117.6bhp",5,"17.4 kmpl","Sedan","Gurgaon"
9158,"2018 Jeep Compass 2.0 Limited","₹ 11.45 Lakh","2018","1956 cc","Third Party insurance","Manual","60,000 Kms","Second Owner","Diesel","170bhp",5,"17.1 kmpl","SUV","Gurgaon"
9160,"2018 Ford Ecosport 1.5 Diesel Titanium BSIV","₹ 6.40 Lakh","2018","1498 cc","Third Party insurance","Manual","40,000 Kms","Third Owner","Diesel","98.96bhp",5,"23 kmpl","SUV","Gurgaon"
9164,"2018 Jeep Compass 2.0 Limited Option 4X4","₹ 12.12 Lakh","2018","1956 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Diesel","170bhp",5,"16.3 kmpl","SUV","Gurgaon"
9178,"2019 Honda WR-V i-VTEC S","₹ 5.60 Lakh","2019","1199 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","88.7bhp",5,"17.5 kmpl","SUV","Gurgaon"
9190,"2019 Maruti Swift LXI","₹ 4.80 Lakh","2019","1197 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Petrol","81.80bhp",5,"21.21 kmpl","Hatchback","Gurgaon"
9191,"2020 Mahindra XUV300 W8 Option Diesel BSIV","₹ 10.80 Lakh","2020","1497 cc","Third Party insurance","Manual","1,00,000 Kms","First Owner","Diesel","115bhp",5,"20 kmpl","SUV","Gurgaon"
9201,"2019 Mahindra XUV500 W9 AT BSIV","₹ 16 Lakh","2019","2179 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Diesel","152.87bhp",7,"15.1 kmpl","SUV","Gurgaon"
9203,"2018 Hyundai Grand i10 1.2 Kappa Sportz Option","₹ 4.75 Lakh","2018","1197 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","81.86bhp",5,"18.9 kmpl","Hatchback","Gurgaon"
9237,"2019 Honda Amaze V CVT Petrol BSIV","₹ 6.30 Lakh","2019","1199 cc","Third Party insurance","Automatic","40,000 Kms","First Owner","Petrol","88.76bhp",5,"19 kmpl","Sedan","Gurgaon"
9252,"2019 Honda Jazz VX CVT","₹ 7.30 Lakh","2019","1199 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Petrol","88.7bhp",5,"18.2 kmpl","Hatchback","Gurgaon"
9256,"2020 Isuzu D-Max High (Z)","₹ 19 Lakh","2020","2499 cc","Third Party insurance","Manual","40,000 Kms","Second Owner","Diesel","134hp",5,"12.4 kmpl","Pickup","Gurgaon"
9270,"2018 Hyundai Creta 1.6 E Plus","₹ 9 Lakh","2018","1591 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","121.3bhp",5,"15.8 kmpl","SUV","Gurgaon"
9286,"2020 Kia Seltos GTX Plus DCT","₹ 14.90 Lakh","2020","1353 cc","Third Party insurance","Automatic","70,000 Kms","First Owner","Petrol","138.08bhp",5,"16.5 kmpl","SUV","Gurgaon"
9287,"2020 Hyundai Verna VTVT 1.6 SX","₹ 8.50 Lakh","2020","1591 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","121.3bhp",5,"17 kmpl","Sedan","Gurgaon"
9305,"2020 Kia Seltos HTK G","₹ 10.50 Lakh","2020","1497 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","113.43bhp",5,"16.8 kmpl","SUV","Gurgaon"
9318,"2018 Mahindra Scorpio S11 BSIV","₹ 12.70 Lakh","2018","2179 cc","Third Party insurance","Manual","60,000 Kms","Second Owner","Diesel","140bhp",7,"16.36 kmpl","SUV","Gurgaon"
9322,"2018 Mercedes-Benz GLC 220d 4MATIC Style","₹ 34 Lakh","2018","2143 cc","Third Party insurance","Automatic","1,00,000 Kms","First Owner","Diesel","170bhp",5,"17.9 kmpl","SUV","Gurgaon"
9333,"2018 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV","₹ 8 Lakh","2018","1497 cc","Third Party insurance","Automatic","50,000 Kms","First Owner","Petrol","121.36bhp",5,"14.8 kmpl","SUV","Gurgaon"
9350,"2019 MG Hector Sharp DCT","₹ 14.95 Lakh","2019","1451 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Petrol","141bhp",5,"13.96 kmpl","SUV","Gurgaon"
9366,"2019 Maruti Swift Dzire AMT ZXI","₹ 6.50 Lakh","2019","1197 cc","Third Party insurance","Automatic","60,000 Kms","Second Owner","Petrol","81.80bhp",5,"21.21 kmpl","Sedan","Gurgaon"
9369,"2019 Mercedes-Benz CLA Urban Sport 200","₹ 33 Lakh","2019","1991 cc","Third Party insurance","Automatic","60,000 Kms","First Owner","Petrol","184bhp",5,"15.04 kmpl","Sedan","Gurgaon"
9381,"2019 Hyundai Venue SX Turbo BSIV","₹ 7.50 Lakh","2019","998 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Petrol","118.35bhp",5,"18.27 kmpl","SUV","Gurgaon"
9398,"2019 Audi Q3 30 TDI Premium FWD","₹ 23.50 Lakh","2019","1968 cc","Third Party insurance","Automatic","50,000 Kms","First Owner","Diesel","147.51bhp",5,"18.51 kmpl","SUV","Gurgaon"
9411,"2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV","₹ 4.25 Lakh","2018","1197 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","81.86bhp",5,"18.9 kmpl","Hatchback","Gurgaon"
9431,"2020 Tata Altroz XZ Option","₹ 6.55 Lakh","2020","1199 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","84.88bhp",5,"18.53 kmpl","Hatchback","Gurgaon"
9447,"2020 Mercedes-Benz E-Class Exclusive E 220 d BSIV","₹ 57 Lakh","2020","1950 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Diesel","191.7bhp",5,"16.1 kmpl","Sedan","Gurgaon"
9477,"2020 Kia Seltos HTX G","₹ 13 Lakh","2020","1497 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","113.43bhp",5,"16.8 kmpl","SUV","Gurgaon"
9486,"2018 Tata Tigor 1.2 Revotron XM","₹ 4.50 Lakh","2018","1199 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","84bhp",5,"20.3 kmpl","Sedan","Gurgaon"
9490,"2020 Tata Nexon KRAZ Diesel","₹ 8.20 Lakh","2020","1497 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Diesel","108.5bhp",5,"21.5 kmpl","SUV","Gurgaon"
9503,"2020 Maruti Swift VXI","₹ 6 Lakh","2020","1197 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","81.80bhp",5,"21.21 kmpl","Hatchback","Gurgaon"
9517,"2019 Maruti Vitara Brezza VDi AMT","₹ 6 Lakh","2019","1248 cc","Third Party insurance","Automatic","70,000 Kms","First Owner","Diesel","88.5bhp",5,"24.3 kmpl","SUV","Gurgaon"
9518,"2020 Renault Triber RXL EASY-R AMT","₹ 5.50 Lakh","2020","999 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Petrol","71bhp",7,"18.2 kmpl","MUV","Gurgaon"
9649,"2020 Ford Figo Titanium Diesel","₹ 5.20 Lakh","2020","1499 cc","Third Party insurance","Manual","56,052 Kms","Second Owner","Diesel","98.96bhp",5,"24.4 kmpl","Hatchback","Gurgaon"
10328,"2019 Hyundai Creta 1.6 SX Automatic Diesel","₹ 12.90 Lakh","2019","1582 cc","Third Party insurance","Automatic","70,000 Kms","Second Owner","Diesel","126.2bhp",5,"17.6 kmpl","SUV","Bangalore"
10334,"2018 Maruti Vitara Brezza ZDi Plus Dual Tone","₹ 10 Lakh","2018","1248 cc","Third Party insurance","Manual","50,000 Kms","Second Owner","Diesel","88.5bhp",5,"24.3 kmpl","SUV","Bangalore"
10337,"2019 Mahindra XUV300 W8 BSVI","₹ 9.85 Lakh","2019","1197 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","108.62bhp",5,"16.82 kmpl","SUV","Bangalore"
10346,"2020 Kia Seltos GTX Plus DCT","₹ 18 Lakh","2020","1353 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Petrol","138.08bhp",5,"16.5 kmpl","SUV","Bangalore"
10353,"2019 Maruti Baleno 1.2 Zeta","₹ 7.80 Lakh","2019","1197 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Petrol","83.1bhp",5,"21.4 kmpl","Hatchback","Bangalore"
10369,"2020 Hyundai i20 Sportz Plus Dual Tone BSIV","₹ 7 Lakh","2020","1197 cc","Third Party insurance","Manual","20,000 Kms","Second Owner","Petrol","81.86bhp",5,"18.6 kmpl","Hatchback","Bangalore"
10410,"2019 Kia Seltos GTX Plus DCT","₹ 16 Lakh","2019","1353 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Petrol","138.08bhp",5,"16.5 kmpl","SUV","Bangalore"
10426,"2018 Tata Zest Quadrajet 1.3 XT","₹ 4.80 Lakh","2018","1248 cc","Third Party insurance","Manual","90,000 Kms","Third Owner","Diesel","88.7bhp",5,"20.65 kmpl","Sedan","Bangalore"
10460,"2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV","₹ 5.50 Lakh","2018","1197 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","81.86bhp",5,"18.9 kmpl","Hatchback","Bangalore"
10475,"2020 Maruti Swift Dzire VXI 1.2","₹ 6.70 Lakh","2020","1197 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","81.80bhp",5,"21.21 kmpl","Sedan","Bangalore"
10476,"2020 Maruti Baleno Alpha","₹ 9 Lakh","2020","1197 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Petrol","81.80bhp",5,"21.01 kmpl","Hatchback","Bangalore"
10494,"2019 Honda City i-VTEC V","₹ 10.75 Lakh","2019","1497 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","117.6bhp",5,"17.4 kmpl","Sedan","Bangalore"
10504,"2019 Datsun RediGO T Option","₹ 2.90 Lakh","2019","799 cc","Third Party insurance","Manual","20,000 Kms","Second Owner","Petrol","53.64bhp",5,"22.7 kmpl","Hatchback","Bangalore"
10506,"2019 Ford Ecosport 1.5 Diesel Titanium BSIV","₹ 8.20 Lakh","2019","1498 cc","Third Party insurance","Manual","40,000 Kms","Second Owner","Diesel","98.96bhp",5,"23 kmpl","SUV","Bangalore"
10529,"2018 Maruti Alto K10 VXI AGS Optional","₹ 4.10 Lakh","2018","998 cc","Third Party insurance","Automatic","20,000 Kms","Third Owner","Petrol","67.1bhp",5,"23.95 kmpl","Hatchback","Bangalore"
10543,"2020 MG Hector Sharp Diesel MT","₹ 18 Lakh","2020","1956 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Diesel","167.68bhp",5,"17.41 kmpl","SUV","Bangalore"
10548,"2018 Tata Tiago 1.2 Revotron XZ","₹ 4.70 Lakh","2018","1199 cc","Third Party insurance","Manual","40,000 Kms","Second Owner","Petrol","84bhp",5,"23.84 kmpl","Hatchback","Bangalore"
10572,"2018 Honda Jazz 1.2 VX i VTEC","₹ 8 Lakh","2018","1199 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Petrol","88.7bhp",5,"18.7 kmpl","Hatchback","Bangalore"
10573,"2020 Honda City V MT","₹ 9.25 Lakh","2020","1498 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","119.35bhp",5,"18.6 kmpl","Sedan","Bangalore"
10579,"2020 Honda Amaze VX CVT Petrol","₹ 8.30 Lakh","2020","1199 cc","Third Party insurance","Automatic","20,000 Kms","Second Owner","Petrol","88.76bhp",5,"18.3 kmpl","Sedan","Bangalore"
10593,"2020 Maruti Swift Dzire VXI 1.2","₹ 6.50 Lakh","2020","1197 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","81.80bhp",5,"21.21 kmpl","Sedan","Bangalore"
10620,"2018 Maruti Vitara Brezza ZDi AMT","₹ 8 Lakh","2018","1248 cc","Third Party insurance","Automatic","90,000 Kms","First Owner","Diesel","88.5bhp",5,"24.3 kmpl","SUV","Bangalore"
10622,"2018 Maruti Baleno 1.2 Alpha","₹ 7.20 Lakh","2018","1197 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Petrol","83.1bhp",5,"21.4 kmpl","Hatchback","Bangalore"
10626,"2018 Tata Hexa XM","₹ 12.50 Lakh","2018","2179 cc","Third Party insurance","Manual","80,000 Kms","Second Owner","Diesel","153.86bhp",7,"17.6 kmpl","MUV","Bangalore"
10655,"2020 Honda City V MT","₹ 9.50 Lakh","2020","1497 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","117.60bhp",5,"17.4 kmpl","Sedan","Bangalore"
10672,"2019 Mahindra Bolero Camper GOLD ZX 2WD","₹ 7.49 Lakh","2019","2523 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Diesel","75.09bhp",5,"","Mahindra","Bangalore"
10676,"2020 Hyundai i20 Magna Plus BSIV","₹ 7 Lakh","2020","1197 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","81.86bhp",5,"18.6 kmpl","Hatchback","Bangalore"
10678,"2020 Hyundai i20 Magna Plus BSIV","₹ 7 Lakh","2020","1197 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","81.86bhp",5,"18.6 kmpl","Hatchback","Bangalore"
10690,"2020 Volkswagen T-Roc TSI","₹ 25 Lakh","2020","1498 cc","Third Party insurance","Automatic","50,000 Kms","First Owner","Petrol","147.94bhp",5,"18.4 kmpl","SUV","Bangalore"
10695,"2020 Maruti Eeco 7 Seater STD 2020-2022","₹ 4.35 Lakh","2020","1196 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","72.41bhp",7,"16.11 kmpl","Minivans","Bangalore"
10696,"2020 Maruti Eeco 7 Seater STD 2020-2022","₹ 4.35 Lakh","2020","1196 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","72.41bhp",7,"16.11 kmpl","Minivans","Bangalore"
10697,"2020 Hyundai Venue S Plus","₹ 8.50 Lakh","2020","1197 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","81.86bhp",5,"17.52 kmpl","SUV","Bangalore"
10707,"2018 Maruti Alto 800 VXI Optional","₹ 3.40 Lakh","2018","796 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Petrol","47.3bhp",5,"24.7 kmpl","Hatchback","Bangalore"
10712,"2019 Mahindra XUV300 W8 Option BSIV","₹ 8 Lakh","2019","1197 cc","Third Party insurance","Manual","70,000 Kms","Second Owner","Petrol","110bhp",5,"17 kmpl","SUV","Bangalore"
10727,"2018 Renault Duster 85PS Diesel RxS","₹ 8.75 Lakh","2018","1461 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Diesel","83.8bhp",5,"19.87 kmpl","SUV","Bangalore"
10728,"2018 Renault Duster 85PS Diesel RxS","₹ 8.75 Lakh","2018","1461 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Diesel","83.8bhp",5,"19.87 kmpl","SUV","Bangalore"
10730,"2019 Datsun RediGO T Option","₹ 3.15 Lakh","2019","799 cc","Third Party insurance","Manual","20,000 Kms","Second Owner","Petrol","53.64bhp",5,"22.7 kmpl","Hatchback","Bangalore"
10732,"2020 Hyundai Verna CRDi 1.6 SX Option","₹ 10.50 Lakh","2020","1582 cc","Third Party insurance","Manual","80,000 Kms","Second Owner","Diesel","126.2bhp",5,"22 kmpl","Sedan","Bangalore"
10748,"2018 Tata Nexon 1.2 Revotron XZA Plus DualTone","₹ 9.25 Lakh","2018","1198 cc","Third Party insurance","Automatic","40,000 Kms","Second Owner","Petrol","108.5bhp",5,"17 kmpl","SUV","Bangalore"
10765,"2019 Jeep Compass 1.4 Sport","₹ 15 Lakh","2019","1368 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","160bhp",5,"16 kmpl","SUV","Bangalore"
10786,"2020 Kia Seltos HTK Plus G","₹ 12 Lakh","2020","1497 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Petrol","113.43bhp",5,"16.8 kmpl","SUV","Bangalore"
10818,"2019 Mahindra Marazzo M8","₹ 13.50 Lakh","2019","1497 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","121bhp",7,"17.3 kmpl","MUV","Bangalore"
10837,"2018 Hyundai i20 1.2 Asta","₹ 7.75 Lakh","2018","1197 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","81.83bhp",5,"18.6 kmpl","Hatchback","Bangalore"
10877,"2020 Maruti Swift Dzire VXI AT BSVI","₹ 6.30 Lakh","2020","1197 cc","Third Party insurance","Automatic","30,000 Kms","Third Owner","Petrol","88.50bhp",5,"22.61 kmpl","Sedan","Bangalore"
10878,"2019 Renault Triber RXZ BSIV","₹ 7.50 Lakh","2019","999 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","72bhp",7,"20 kmpl","MUV","Bangalore"
10879,"2019 Hyundai Venue SX Plus Turbo DCT BSIV","₹ 11 Lakh","2019","998 cc","Third Party insurance","Automatic","30,000 Kms","Second Owner","Petrol","118.35bhp",5,"18.15 kmpl","SUV","Bangalore"
10899,"2020 Datsun RediGO 1.0 T Option","₹ 3.60 Lakh","2020","999 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","67.05bhp",5,"21.7 kmpl","Hatchback","Bangalore"
10913,"2019 Volkswagen Polo 1.0 MPI Highline Plus","₹ 9 Lakh","2019","999 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Petrol","75bhp",5,"18.78 kmpl","Hatchback","Bangalore"
10917,"2018 Mercedes-Benz GLE 43 AMG Coupe","₹ 70 Lakh","2018","2996 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Petrol","384.87bhp",5,"8.9 kmpl","SUV","Bangalore"
10952,"2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV","₹ 5.75 Lakh","2019","1197 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","81.86bhp",5,"18.9 kmpl","Hatchback","Bangalore"
10973,"2019 Maruti Swift AMT VXI","₹ 6.50 Lakh","2019","1197 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Petrol","81.80bhp",5,"21.21 kmpl","Hatchback","Bangalore"
